n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33
0,0,315,420,210,300,300,1000,90,300,90,120,120,240,210,210,210,315,0,0,0,0,405,1890,1890,210,210,210,180,300,300,1050,240
0,0,0,0,0,240,800,800,90,300,157.5,210,300,600,120,120,120,450,0,0,0,0,108,2100,504,210,90,300,180,1000,750,1050,240
0,0,315,420,72,240,300,800,90,120,157.5,120,210,240,300,210,120,315,0,0,0,0,108,504,1890,90,210,210,180,300,750,840,240
0,0,315,600,210,240,800,1000,300,210,157.5,210,210,420,120,210,300,180,450,108,108,315,405,1890,504,210,90,90,180,300,300,840,120
0,0,315,420,300,240,300,1000,300,120,225,300,210,240,210,210,120,180,315,315,315,450,108,1890,504,90,90,210,180,800,600,420,240
0,0,108,420,300,90,1000,800,300,120,225,300,210,420,300,300,120,450,315,315,450,315,405,504,1890,210,210,210,480,300,750,840,120
0,0,450,420,210,300,800,300,90,210,157.5,120,210,420,120,120,210,315,108,315,315,315,108,504,1890,210,90,210,480,800,600,420,240
0,0,315,420,72,300,300,1000,240,300,225,210,300,420,120,210,120,180,0,0,0,0,450,504,504,90,300,90,600,800,600,420,300
0,0,0,0,0,240,300,300,240,120,157.5,300,120,240,210,210,210,450,0,0,0,0,405,1890,1890,90,210,210,600,800,300,420,120
0,0,0,0,0,0,0,0,0,300,157.5,300,120,600,120,120,210,180,108,450,108,315,0,0,0,0,0,0,0,0,600,840,120
0,0,315,420,210,240,300,800,300,300,157.5,210,120,420,120,210,210,180,108,315,108,108,108,1890,504,210,300,300,480,300,600,840,240
0,0,315,420,210,240,1000,800,240,120,157.5,210,120,420,210,300,120,180,0,0,0,0,108,504,504,90,300,90,180,800,300,1050,120
0,0,108,600,72,240,300,300,240,210,90,300,210,420,120,210,210,450,315,315,450,450,405,1890,1890,210,210,300,480,1000,600,1050,120
0,0,108,420,210,240,300,1000,240,120,157.5,300,210,420,210,210,120,315,315,108,450,315,450,1890,504,300,90,210,480,800,600,840,240
0,0,0,0,0,0,0,0,0,210,157.5,120,210,240,120,300,210,450,0,0,0,0,405,1890,1890,0,0,0,0,0,0,0,0
0,0,315,600,300,240,1000,800,300,300,157.5,210,210,600,120,210,300,450,0,0,0,0,108,1890,1890,90,90,210,480,300,750,840,240
0,0,315,420,72,90,800,800,90,120,157.5,210,120,240,210,210,210,315,0,0,0,0,405,504,1890,210,210,90,180,300,750,420,120
0,0,108,144,210,240,1000,800,90,210,225,210,210,240,210,210,300,315,315,315,315,315,450,1890,1890,210,90,210,480,800,600,840,120
0,0,450,420,210,240,300,800,90,210,157.5,210,210,240,120,210,210,450,315,108,315,315,108,1890,504,210,210,90,480,800,750,420,120
0,0,108,420,300,300,1000,1000,300,210,157.5,210,210,240,300,120,120,315,108,315,315,450,450,2100,1890,210,210,210,480,1000,300,1050,240
0,0,315,144,210,240,800,800,300,120,225,210,120,420,120,120,210,315,0,0,0,0,405,1890,504,90,210,210,480,300,300,840,300
0,0,108,600,72,240,1000,800,240,210,157.5,210,210,600,120,120,210,180,0,0,0,0,405,1890,1890,300,90,300,180,800,300,840,120
0,0,0,0,0,240,1000,300,90,210,157.5,300,300,240,210,120,300,450,0,0,0,0,405,1890,2100,90,90,210,480,300,600,840,120
0,0,315,420,72,90,300,800,240,210,157.5,210,300,240,210,120,120,180,315,108,108,108,405,504,1890,90,210,90,480,300,300,840,240
0,0,108,144,210,240,300,800,300,300,157.5,210,120,420,210,300,210,315,108,315,108,108,450,504,1890,210,300,210,600,1000,300,1050,240
0,0,108,420,210,90,800,1000,240,210,225,210,210,420,210,210,300,315,450,450,315,450,405,504,1890,210,210,210,480,800,600,840,120
0,0,0,0,0,0,0,0,0,120,90,210,300,600,210,210,120,315,315,450,450,315,108,1890,504,300,90,210,480,300,750,420,240
0,0,450,144,72,90,300,300,90,120,90,120,120,240,210,300,300,315,450,108,315,315,405,504,2100,210,210,210,600,800,600,840,300
0,0,108,144,210,90,300,300,240,210,157.5,300,210,420,210,120,210,180,0,0,0,0,450,2100,504,210,90,300,480,300,600,840,240
0,0,0,0,0,0,0,0,0,210,90,120,210,420,210,300,210,180,450,108,315,315,0,0,0,90,210,210,600,300,600,840,120
0,0,315,420,210,240,300,300,240,300,90,210,210,420,300,210,300,180,108,315,108,108,405,1890,2100,90,300,90,600,800,300,420,240
0,0,450,600,210,240,800,800,240,120,225,300,210,420,120,300,300,180,0,0,0,0,108,504,1890,210,210,210,180,300,300,1050,300
0,0,108,600,72,240,800,800,240,120,90,120,120,240,210,300,120,180,108,315,108,108,450,1890,504,210,210,210,600,300,600,420,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,315,108,108,405,2100,2100,300,210,210,600,1000,300,840,300
0,0,108,144,210,300,300,1000,90,210,157.5,120,300,240,210,120,120,315,315,108,108,108,405,1890,2100,210,300,300,180,300,600,840,240
0,0,0,0,0,90,800,800,240,120,157.5,120,120,240,210,120,210,315,108,108,315,315,0,0,0,300,210,90,480,300,300,840,120
0,0,315,420,72,240,300,1000,240,210,157.5,120,120,420,210,210,300,315,450,108,108,315,108,504,1890,300,210,300,480,800,300,840,240
0,0,0,0,0,0,0,0,0,300,225,210,120,420,210,210,120,450,108,108,315,450,405,504,504,210,210,90,480,800,600,1050,300
0,0,315,420,72,240,800,300,240,120,157.5,300,120,420,210,300,210,450,108,108,108,315,108,2100,504,90,90,210,480,800,750,420,240
0,0,0,0,0,90,1000,300,90,210,90,210,120,600,210,300,300,315,108,108,108,108,0,0,0,90,210,90,180,1000,750,1050,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,210,180,108,315,315,450,405,1890,2100,210,90,90,480,300,750,420,240
0,0,450,420,72,90,1000,1000,240,120,157.5,120,300,240,120,300,210,180,450,108,315,315,405,1890,1890,300,90,90,180,1000,300,1050,240
0,0,108,144,72,240,300,300,90,210,157.5,120,210,420,210,120,120,180,108,108,315,315,450,2100,504,300,210,90,480,800,300,840,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,90,800,300,240,210,90,210,210,240,210,300,210,315,108,450,108,450,405,504,504,90,300,90,600,300,750,420,120
0,0,108,420,210,300,800,800,240,210,225,210,120,420,210,300,120,450,0,0,0,0,405,2100,504,300,90,90,180,800,750,840,240
0,0,315,420,210,240,300,800,240,210,225,300,120,420,210,300,210,450,0,0,0,0,108,2100,504,90,90,90,180,300,750,840,240
0,0,0,0,0,90,800,1000,300,210,157.5,210,120,420,210,120,210,450,315,315,315,315,108,504,504,210,300,90,600,300,750,840,240
0,0,108,144,300,300,1000,800,240,300,225,120,210,420,120,210,210,450,315,108,315,315,108,504,504,210,90,210,600,300,300,420,240
0,0,450,420,210,240,1000,1000,240,210,157.5,210,120,420,210,120,120,180,450,450,108,108,108,1890,1890,210,90,210,180,300,600,840,120
0,0,315,420,72,300,300,1000,240,120,157.5,210,210,240,210,300,120,180,0,0,0,0,405,2100,2100,210,210,210,180,800,600,420,240
0,0,315,600,210,300,800,800,90,120,157.5,120,210,420,210,300,210,315,315,108,315,108,405,1890,504,210,90,210,600,1000,300,840,300
0,0,108,144,210,240,800,800,240,120,90,210,120,240,300,120,210,450,108,315,108,315,450,1890,1890,90,300,210,600,800,750,1050,120
0,0,315,144,72,90,300,800,240,210,90,120,210,600,120,120,210,180,108,315,315,315,108,1890,1890,90,210,90,180,300,600,840,120
0,0,0,0,0,0,0,0,0,300,157.5,210,120,240,120,120,300,315,315,108,315,315,0,0,0,0,0,0,0,0,600,840,240
0,0,108,420,210,90,300,300,300,210,225,210,210,420,120,210,120,450,315,108,108,315,108,504,504,210,210,90,600,800,300,840,240
0,0,315,144,72,300,300,300,300,300,90,120,210,600,210,120,120,180,315,315,315,315,405,1890,504,300,90,300,180,300,300,420,240
0,0,315,420,72,90,300,800,300,210,90,300,300,420,210,300,120,315,0,0,0,0,405,504,2100,90,210,210,480,300,300,840,300
0,0,315,420,300,240,800,800,240,120,90,300,210,420,300,120,210,315,0,0,0,0,405,504,504,210,210,300,180,300,600,840,240
0,0,315,600,210,240,800,300,240,210,225,120,120,240,300,300,210,450,108,108,315,315,405,2100,1890,300,300,300,180,800,750,420,240
0,0,108,600,210,90,800,1000,300,300,225,300,300,240,300,210,120,315,108,315,315,108,108,504,1890,90,210,210,600,800,300,840,120
0,0,0,0,0,300,800,800,90,300,90,120,300,420,300,210,210,315,108,108,450,450,405,1890,1890,210,90,210,600,300,750,840,120
0,0,315,420,210,240,300,800,240,210,157.5,210,300,600,300,210,300,180,315,450,450,315,108,1890,2100,90,210,210,480,800,600,1050,300
0,0,315,600,72,90,300,300,300,210,157.5,120,210,420,120,210,120,315,108,108,108,315,108,1890,504,300,90,90,180,1000,300,840,240
0,0,0,0,0,300,300,800,90,120,157.5,300,210,600,120,120,210,315,315,450,315,108,405,504,1890,90,300,210,480,300,300,840,240
0,0,0,0,0,240,300,300,240,120,90,210,300,420,120,210,120,180,450,108,315,450,108,504,2100,210,210,210,180,300,300,840,120
0,0,0,0,0,300,1000,800,240,120,157.5,120,120,420,210,210,120,180,0,0,0,0,108,2100,504,210,210,90,480,300,600,840,240
0,0,315,144,210,300,800,800,90,120,157.5,210,210,420,120,120,210,180,315,315,315,315,405,1890,1890,300,210,90,180,1000,600,420,240
0,0,315,600,210,240,1000,300,240,210,157.5,120,120,240,210,210,210,315,315,315,450,315,108,504,2100,90,210,90,600,300,600,420,240
0,0,0,0,0,90,1000,800,240,120,157.5,300,210,420,120,120,210,315,315,450,315,450,0,0,0,300,90,90,600,800,600,1050,240
0,0,0,0,0,90,800,800,90,300,90,120,210,600,210,210,120,180,0,0,0,0,0,0,0,210,300,90,180,1000,600,840,240
0,0,315,600,72,90,800,300,240,210,90,120,210,420,120,210,300,180,0,0,0,0,108,1890,2100,300,300,210,480,800,600,840,120
0,0,0,0,0,90,300,800,90,120,90,210,120,420,120,120,120,315,315,108,315,108,108,1890,504,210,210,210,180,300,600,840,300
0,0,108,420,210,300,1000,300,90,210,157.5,120,300,420,210,210,120,315,315,315,108,108,450,504,2100,300,210,90,600,1000,300,420,240
0,0,315,420,72,90,800,1000,90,300,157.5,300,120,420,210,210,210,315,315,315,450,315,108,1890,504,90,210,300,480,300,600,420,120
0,0,0,0,0,300,800,300,240,210,157.5,300,210,240,210,300,210,180,0,0,0,0,0,0,0,300,210,300,480,300,300,840,240
0,0,315,600,210,240,800,300,90,120,90,120,120,600,120,120,210,450,108,108,108,315,108,2100,1890,300,90,300,180,300,300,840,240
0,0,0,0,0,0,0,0,0,300,157.5,120,120,600,210,120,300,450,0,0,0,0,450,504,1890,90,90,90,180,1000,300,420,120
0,0,450,600,210,240,1000,800,300,120,157.5,210,210,420,210,300,120,180,315,108,315,108,108,2100,1890,90,300,90,180,300,750,840,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,108,315,315,405,2100,2100,90,90,210,180,1000,600,840,120
0,0,108,600,210,300,300,1000,240,210,90,120,120,420,210,120,120,315,0,0,0,0,450,1890,1890,90,90,210,480,300,600,1050,240
0,0,450,420,210,90,800,800,240,210,157.5,300,210,600,210,210,120,180,450,108,315,108,405,1890,504,210,210,210,600,300,600,840,300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,450,315,405,2100,504,90,300,210,480,1000,300,840,240
0,0,0,0,0,90,300,800,240,210,90,300,210,600,120,120,210,315,108,450,450,315,0,0,0,210,300,210,480,1000,300,420,120
0,0,315,600,72,240,800,300,300,300,225,120,120,240,210,210,210,180,315,108,450,108,405,2100,1890,210,90,210,180,800,300,840,120
0,0,0,0,0,240,800,800,90,300,90,210,210,420,120,210,120,450,315,315,450,450,108,2100,1890,90,90,210,480,300,600,840,120
0,0,108,600,210,240,300,1000,240,210,90,120,120,600,120,120,120,450,315,108,315,108,450,504,1890,300,210,300,480,800,600,840,300
0,0,450,420,210,90,300,1000,240,120,90,120,210,600,120,210,300,180,0,0,0,0,450,504,504,210,210,210,480,300,600,1050,300
0,0,108,600,72,90,300,1000,240,210,90,210,300,240,300,210,300,315,315,108,315,315,450,1890,1890,210,90,210,180,800,600,840,120
0,0,0,0,0,240,1000,300,90,300,157.5,120,210,420,120,210,120,450,0,0,0,0,450,1890,504,210,90,300,480,300,750,420,300
0,0,315,144,210,90,300,300,90,300,157.5,120,300,420,210,210,120,180,0,0,0,0,405,504,1890,210,210,300,480,1000,600,840,120
0,0,108,420,210,90,300,800,300,120,157.5,120,210,240,300,120,210,180,0,0,0,0,405,504,504,210,210,90,480,300,300,840,300
0,0,108,144,210,90,800,800,90,120,225,210,210,420,120,210,210,180,0,0,0,0,405,504,504,210,300,210,480,800,600,840,120
0,0,450,600,72,240,800,1000,90,300,157.5,300,120,240,300,210,120,315,0,0,0,0,450,504,1890,90,210,210,180,800,750,1050,300
0,0,315,144,210,300,1000,800,90,210,157.5,120,120,420,120,210,120,180,0,0,0,0,405,1890,2100,300,90,300,180,300,300,420,300
0,0,108,420,72,300,800,300,240,210,90,120,210,420,300,120,120,180,108,108,108,108,405,504,2100,210,210,300,180,800,600,840,120
0,0,108,420,72,300,300,1000,90,300,225,120,300,420,120,300,210,450,0,0,0,0,450,2100,1890,210,210,300,180,800,300,840,240
0,0,108,420,72,300,300,800,240,120,157.5,300,210,420,210,120,120,315,450,315,108,450,405,1890,1890,210,300,300,180,300,300,840,240
0,0,315,144,72,90,1000,300,300,210,157.5,120,210,240,210,120,120,315,450,108,315,315,405,1890,1890,90,90,300,480,800,750,420,300
0,0,0,0,0,90,300,300,90,120,157.5,210,120,420,120,300,120,315,108,315,315,108,0,0,0,210,90,210,180,1000,600,1050,120
0,0,0,0,0,240,800,800,300,300,225,300,120,240,120,120,120,315,0,0,0,0,108,504,1890,210,90,300,180,1000,600,840,240
0,0,450,420,210,90,800,300,300,120,90,120,210,240,210,300,210,315,315,450,315,450,108,504,1890,300,210,90,480,800,300,840,240
0,0,0,0,0,90,1000,800,240,300,157.5,210,210,420,210,300,120,315,108,315,315,315,108,2100,504,210,210,210,480,800,300,840,240
0,0,108,144,210,300,800,800,90,300,157.5,120,210,420,120,210,210,180,315,315,315,450,108,1890,1890,90,210,210,600,800,750,840,240
0,0,108,420,300,240,800,1000,240,300,90,210,120,240,210,300,210,180,108,315,315,108,405,1890,2100,90,90,210,480,300,750,1050,240
0,0,0,0,0,90,1000,300,240,210,157.5,120,120,240,120,210,210,180,0,0,0,0,108,2100,1890,210,210,90,180,300,300,840,120
0,0,0,0,0,300,800,300,90,210,157.5,300,120,420,120,120,120,180,108,450,315,108,450,1890,1890,210,300,300,480,300,600,420,120
0,0,108,420,210,300,300,300,90,120,157.5,210,120,240,300,210,210,450,0,0,0,0,405,1890,2100,90,210,210,180,1000,300,420,120
0,0,0,0,0,90,300,800,240,120,157.5,120,210,420,210,210,300,180,108,108,315,315,405,504,504,210,210,210,480,1000,600,840,120
0,0,108,144,72,90,800,300,90,300,157.5,120,210,240,210,210,300,450,450,315,108,315,405,504,1890,300,210,210,480,300,600,1050,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,2100,504,90,300,90,600,1000,300,420,240
0,0,315,144,72,90,300,1000,240,300,157.5,210,210,420,210,210,120,180,108,450,315,315,405,1890,1890,210,210,90,180,1000,600,420,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,120,120,315,315,108,315,315,405,504,1890,210,300,210,480,300,300,840,120
0,0,315,420,300,240,800,300,240,210,157.5,210,120,420,210,120,120,180,315,450,108,315,405,504,2100,300,210,300,600,300,300,420,240
0,0,450,144,210,300,800,800,240,120,225,120,210,240,210,210,300,315,0,0,0,0,108,1890,2100,90,90,210,480,1000,600,840,240
0,0,315,420,72,240,1000,800,300,300,225,210,210,240,300,210,210,315,315,315,315,315,450,1890,504,210,300,90,600,800,300,420,240
0,0,315,420,210,300,300,300,300,210,90,210,120,420,300,210,300,450,108,450,315,315,405,504,1890,300,300,90,480,800,300,840,240
0,0,108,420,72,300,800,800,90,300,157.5,210,210,600,210,210,210,180,315,108,450,108,108,504,1890,90,210,300,180,300,750,1050,240
0,0,0,0,0,0,0,0,0,120,90,210,210,420,210,210,120,315,108,315,315,315,405,2100,1890,0,0,0,0,0,600,840,300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,210,315,315,108,108,315,405,2100,2100,210,90,210,180,800,600,840,120
0,0,0,0,0,90,800,1000,90,300,90,120,210,240,210,300,300,315,315,315,315,450,0,0,0,210,300,210,480,300,600,1050,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,210,180,108,315,315,315,450,1890,504,0,0,0,0,0,0,0,0
0,0,108,144,72,240,800,300,300,210,157.5,120,210,420,210,210,210,450,0,0,0,0,405,504,1890,90,210,90,180,800,300,840,120
0,0,0,0,0,300,300,800,90,210,157.5,210,120,240,210,120,210,315,315,108,108,315,0,0,0,210,210,210,180,300,300,840,300
0,0,0,0,0,0,0,0,0,210,157.5,300,210,240,300,210,210,315,315,315,315,108,108,1890,1890,210,210,210,480,800,600,420,300
0,0,0,0,0,240,800,800,90,210,90,120,300,420,120,210,300,180,315,315,450,315,0,0,0,210,90,210,480,300,750,1050,240
0,0,0,0,0,300,300,800,240,300,90,120,300,420,300,210,300,450,0,0,0,0,108,504,1890,300,90,210,480,300,600,420,240
0,0,315,144,72,300,300,800,240,300,157.5,210,120,420,120,210,300,450,0,0,0,0,405,1890,504,90,90,210,180,300,300,420,300
0,0,450,144,210,90,800,800,240,210,157.5,210,210,420,120,300,300,180,0,0,0,0,108,504,2100,300,210,90,180,300,600,420,240
0,0,315,420,72,90,1000,300,90,210,90,120,120,240,120,120,120,180,0,0,0,0,108,2100,504,210,300,90,600,800,750,840,240
0,0,108,420,210,90,800,800,240,120,90,300,210,420,120,210,120,315,450,315,108,108,108,1890,504,210,210,90,600,300,300,840,300
0,0,315,600,72,90,1000,800,240,300,90,120,300,420,210,210,210,180,0,0,0,0,450,504,1890,210,210,210,180,800,750,1050,240
0,0,450,144,300,240,1000,800,240,300,90,210,210,600,210,210,120,315,315,108,315,315,405,504,2100,210,210,210,480,300,600,420,240
0,0,315,600,210,300,800,800,90,300,225,120,210,600,300,120,120,180,108,315,315,108,450,504,1890,300,300,210,480,800,300,840,240
0,0,0,0,0,0,0,0,0,210,90,120,300,420,120,210,120,180,315,315,108,315,0,0,0,210,210,90,480,300,300,420,120
0,0,450,420,210,300,800,300,240,300,90,120,210,420,210,120,120,180,0,0,0,0,450,1890,2100,210,90,210,480,300,300,1050,300
0,0,450,144,210,90,800,800,90,210,225,120,210,600,300,300,120,315,0,0,0,0,108,1890,1890,90,210,90,180,800,300,420,300
0,0,0,0,0,300,300,1000,90,210,157.5,210,120,420,120,120,210,450,108,108,315,315,450,504,1890,90,90,210,180,800,600,420,120
0,0,315,144,210,300,800,1000,300,210,225,210,120,420,120,120,210,180,315,315,108,108,405,1890,1890,90,90,210,180,300,600,1050,120
0,0,450,600,72,90,800,800,300,120,157.5,210,210,600,210,300,210,315,315,315,315,108,108,504,504,90,300,300,600,300,750,420,300
0,0,108,420,210,300,300,300,90,210,225,300,210,240,120,210,210,180,315,315,450,315,108,1890,2100,300,210,210,600,300,600,840,120
0,0,315,420,300,240,800,1000,240,120,225,120,120,600,210,210,120,180,315,315,108,108,450,1890,504,210,210,210,180,1000,600,420,120
0,0,0,0,0,0,0,0,0,210,157.5,210,300,420,120,210,210,315,108,450,450,315,405,504,504,210,300,90,600,1000,600,420,240
0,0,450,420,300,240,800,300,90,120,90,120,210,240,300,300,120,315,0,0,0,0,450,1890,504,90,210,210,180,300,600,1050,120
0,0,315,420,210,240,800,800,240,300,157.5,120,210,420,120,210,300,450,315,108,450,108,450,504,2100,210,90,300,600,800,600,420,120
0,0,108,144,210,240,300,1000,240,210,225,210,120,600,120,210,120,315,450,108,315,450,108,504,1890,210,210,210,180,300,750,840,300
0,0,0,0,0,300,800,800,300,120,90,120,120,240,120,120,300,180,0,0,0,0,108,504,1890,300,90,210,480,800,600,840,240
0,0,450,144,72,240,800,800,300,120,90,300,210,240,120,120,210,450,450,315,315,315,405,1890,504,210,210,210,180,800,750,1050,120
0,0,315,144,210,90,800,300,90,120,157.5,210,210,240,120,300,210,450,315,450,108,108,108,504,2100,90,210,90,480,800,300,840,300
0,0,450,600,210,240,300,800,240,300,90,210,120,600,300,210,300,315,0,0,0,0,405,2100,2100,90,300,300,180,800,750,420,120
0,0,315,420,210,240,300,300,90,300,157.5,210,210,420,120,300,210,180,0,0,0,0,405,504,504,90,210,210,480,1000,600,1050,120
0,0,0,0,0,300,800,1000,90,120,225,120,120,240,120,210,210,450,0,0,0,0,0,0,0,210,90,90,180,300,600,1050,300
0,0,0,0,0,300,800,800,90,210,90,300,300,420,300,300,120,315,450,315,450,450,405,2100,1890,90,210,210,600,800,300,420,120
0,0,0,0,0,90,1000,300,90,210,90,210,120,240,300,300,210,315,0,0,0,0,0,0,0,300,300,210,600,1000,600,1050,120
0,0,315,144,72,240,800,800,240,120,225,120,120,600,210,210,300,450,0,0,0,0,405,2100,2100,210,210,90,180,300,750,420,120
0,0,0,0,0,90,800,300,90,210,157.5,210,120,240,120,120,120,180,450,315,108,450,0,0,0,210,90,300,600,300,600,420,120
0,0,315,144,72,300,1000,1000,90,120,225,300,300,240,210,210,300,315,315,450,450,315,108,504,504,210,210,90,180,1000,300,840,300
0,0,315,420,210,240,800,800,300,210,157.5,120,300,240,120,210,120,315,0,0,0,0,405,2100,2100,210,90,300,480,800,300,420,300
0,0,0,0,0,90,300,1000,240,120,90,210,210,420,210,120,120,315,108,108,450,450,108,1890,2100,300,210,210,180,800,750,420,240
0,0,0,0,0,0,0,0,0,210,225,300,120,240,120,120,210,315,450,450,315,450,405,1890,2100,210,210,90,480,1000,600,420,300
0,0,0,0,0,90,1000,1000,90,300,90,210,210,240,300,120,120,315,0,0,0,0,450,2100,504,210,300,300,180,300,600,420,240
0,0,0,0,0,0,0,0,0,120,157.5,210,210,420,210,120,300,315,315,108,315,450,405,504,1890,210,90,210,480,800,300,840,300
0,0,450,144,210,90,1000,300,300,300,225,210,210,420,120,210,300,450,315,315,315,315,450,1890,2100,210,210,210,600,800,300,840,300
0,0,108,420,72,240,800,800,90,120,157.5,210,120,420,210,120,120,315,0,0,0,0,108,504,2100,300,210,210,480,1000,600,420,120
0,0,315,144,72,90,1000,800,240,210,157.5,120,210,240,300,210,120,315,108,108,108,108,108,504,1890,300,300,90,600,800,300,420,240
0,0,108,144,72,300,300,800,90,120,225,120,210,420,210,210,210,315,108,315,315,450,450,1890,504,90,300,210,480,800,300,1050,120
0,0,0,0,0,240,300,800,90,120,157.5,120,210,420,300,210,210,315,108,450,108,315,0,0,0,90,210,90,600,800,750,1050,120
0,0,315,144,72,240,800,800,240,300,157.5,120,210,600,120,120,210,180,0,0,0,0,405,1890,1890,90,210,90,600,1000,300,420,240
0,0,108,420,72,90,800,300,90,120,90,210,210,420,210,300,120,450,0,0,0,0,450,1890,2100,90,300,210,180,800,300,420,120
0,0,315,144,72,300,800,800,300,120,225,210,210,240,300,210,120,180,0,0,0,0,450,2100,504,90,90,90,180,1000,300,1050,240
0,0,315,420,300,90,800,800,240,300,90,300,120,600,210,210,210,315,0,0,0,0,450,504,504,210,300,300,600,800,600,840,240
0,0,0,0,0,300,300,800,240,210,157.5,210,210,240,120,120,210,450,315,450,108,450,450,504,2100,300,210,210,600,1000,600,840,120
0,0,450,420,72,300,300,800,240,300,90,210,120,420,300,210,300,315,0,0,0,0,108,1890,504,210,210,300,480,300,600,1050,240
0,0,0,0,0,90,800,300,90,120,225,120,300,420,120,120,300,450,315,450,108,315,108,504,1890,90,90,210,480,800,600,420,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,210,450,0,0,0,0,0,0,0,0,0,0,0,0,300,420,240
0,0,450,420,72,300,300,800,240,120,157.5,210,210,600,210,210,210,450,315,315,450,450,405,504,504,90,210,90,480,1000,750,840,240
0,0,108,420,300,300,800,800,90,210,90,120,300,420,120,210,210,315,0,0,0,0,108,504,504,210,210,210,480,300,300,840,240
0,0,108,420,72,90,800,300,240,300,90,210,300,240,210,300,210,180,315,315,315,450,450,1890,1890,210,210,300,480,300,300,1050,120
0,0,0,0,0,300,300,300,90,210,90,120,120,420,120,210,120,315,315,450,108,108,405,1890,2100,90,90,300,180,800,600,420,240
0,0,450,420,300,240,300,800,240,120,157.5,210,210,240,120,300,300,450,108,108,315,108,108,1890,1890,300,210,210,180,300,300,840,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,120,120,315,108,108,108,450,108,1890,504,0,0,0,0,0,0,0,0
0,0,315,420,72,300,1000,300,240,300,157.5,300,120,240,210,300,120,450,0,0,0,0,108,2100,504,300,90,90,480,300,300,420,240
0,0,0,0,0,90,800,800,240,210,157.5,300,210,420,120,210,210,315,315,315,108,108,0,0,0,90,210,300,480,300,600,1050,300
0,0,315,420,72,300,300,800,90,210,225,300,210,420,120,210,120,450,0,0,0,0,108,504,1890,300,90,90,480,300,600,840,240
0,0,315,420,72,240,800,1000,240,210,225,210,210,420,210,210,210,315,0,0,0,0,450,2100,504,210,90,90,480,800,600,840,120
0,0,108,420,300,300,1000,300,90,210,90,120,210,420,210,300,300,315,0,0,0,0,405,504,1890,90,210,210,180,800,300,420,300
0,0,108,420,210,240,800,800,240,210,90,210,210,240,120,210,120,450,108,315,315,108,405,1890,2100,300,90,90,480,300,600,840,120
0,0,108,144,72,240,300,1000,240,300,225,120,210,420,210,120,120,180,0,0,0,0,405,504,504,90,90,90,480,300,600,1050,240
0,0,0,0,0,90,1000,800,240,300,90,210,300,420,300,120,210,315,315,108,315,315,405,504,1890,210,90,210,480,800,300,840,120
0,0,315,420,210,300,300,800,90,210,225,300,120,420,210,300,210,180,315,315,450,108,405,504,1890,300,90,210,600,300,600,1050,120
0,0,0,0,0,90,300,1000,90,120,90,120,210,420,120,210,300,315,0,0,0,0,405,1890,1890,300,210,210,480,300,600,840,240
0,0,0,0,0,300,800,1000,240,120,157.5,300,120,420,120,300,120,315,0,0,0,0,0,0,0,210,90,210,180,1000,300,1050,300
0,0,108,144,72,240,800,300,240,120,157.5,210,300,240,300,300,210,315,0,0,0,0,405,504,1890,90,210,210,600,1000,300,840,240
0,0,108,144,72,300,800,800,90,120,90,210,210,240,300,120,120,315,0,0,0,0,405,1890,1890,300,300,210,480,1000,300,420,240
0,0,0,0,0,300,800,800,90,210,90,120,120,420,210,120,120,180,0,0,0,0,450,2100,1890,210,210,300,480,300,750,1050,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,120,210,315,0,0,0,0,405,504,1890,300,210,300,180,1000,300,840,240
0,0,0,0,0,0,0,0,0,120,157.5,120,120,420,300,300,300,315,315,315,450,108,0,0,0,0,0,0,0,0,750,840,240
0,0,0,0,0,300,1000,800,240,210,157.5,210,120,420,210,300,300,180,108,315,315,108,450,504,1890,90,210,210,480,800,300,1050,240
0,0,450,600,300,90,1000,1000,300,120,157.5,120,120,600,210,300,120,180,315,315,450,108,405,1890,1890,210,90,300,600,800,750,840,240
0,0,315,144,72,300,300,800,240,210,157.5,300,210,420,300,210,210,180,315,315,108,315,405,504,504,90,300,90,480,300,600,420,240
0,0,108,144,210,90,1000,800,90,120,90,120,120,240,120,120,300,180,315,315,315,315,405,1890,1890,90,210,90,180,1000,600,1050,240
0,0,108,144,210,90,1000,800,90,210,225,120,210,420,210,210,210,450,315,108,315,315,450,504,2100,90,210,210,480,1000,300,840,240
